Place ID,Place Name,Address,City,State,Zip,Phone,Website,Description,Paid,Category,Subcategory,Parking,Restroom,Change table,Stroller trail,Playground,Enclosed playground,"Material of playground floor (rubber, grass, dirt, sand, concrete, wood chip/mulch, asphalt) ",Water play,Sand pit,Toddler Playground,Pre-schooler Playground (2-5) ,School aged Playground (5-12),Picnic table,BBQ,Snugabug Pick
PLA464,Harvey Community Park,3850 Grand Lake Dr,Fremont,CA,94555,,,,N,Playgrounds,,N,Y,,N,Y,N,rubber,N,N,N,Y,Y,Y,N,N
PLA465,Warm Springs Park,47300 Fernald St,Fremont,CA,94539,510 791 4318,,,N,Playgrounds,,N,N,,Y,Y,N,rubber,N,N,Y,Y,N,Y,Y,N
PLA466,Westridge Park,36131 Fremont Blvd,Fremont,CA,94536,,,,N,Playgrounds,,N,N,,Y,Y,N,rubber,N,N,Y,Y,N,N,N,N
PLA467,Hal Brown Park at Creekside,Bon Air Rd,Greenbrae,CA,94904,,,,N,Playgrounds,,N,Y,,N,Y,N,"rubber, sand",Y,Y,N,N,Y,Y,N,N
PLA468,Mary Laveroni Community Park,Mary Laveroni Community Park,Groveland,CA,95321,,,,N,Playgrounds,,Y,Y,,N,Y,N,mulch,N,N,Y,Y,Y,Y,N,N
PLA469,Vista Park,1030 Vista Rd,Hillsborough,CA,94010,,,,N,Playgrounds,,N,N,,N,Y,N,rubber,N,N,Y,Y,N,Y,N,N
PLA47,Beresford Park,2720 Alameda de las Pulgas,San Mateo,CA,94403,650 522 7440,http://www.cityofsanmateo.org/index.aspx?NID=2442,"Beresford Park shares its grounds with Beresford Recreation Center. The park has 4 tennis courts, 4 bocce ball courts, 2 baseball diamonds, a skate park and 3 palygrounds. The tot playground is fully enclosed while the older kids playground has picnic tables to allow for easy supervision. There is an open field area for kids to run and play and surounding the big kids playground is a baved trail for riding your bike. ",N,Playgrounds,,Y,Y,,N,Y,N,sand,N,N,Y,Y,Y,Y,Y,Y
PLA470,Old Highlands Park,26180 Parkside Dr,Hayward,CA,94542,,,,N,Playgrounds,,Y,N,,N,Y,N,mulch,N,N,N,Y,Y,N,N,N
PLA471,San Felipe Park,2058 D St.,Hayward,CA,94541,510 881 6700,,,N,Playgrounds,,Y,Y,,N,Y,N,mulch,N,N,Y,Y,Y,Y,Y,N
PLA472,Silver Star Veteran's Park,695 Industrial Pkwy West,Hayward,CA,94544,,,,N,Playgrounds,,N,N,,N,Y,N,mulch,N,N,Y,Y,Y,Y,Y,N
PLA473,Southgate Park,26780 Chiplay,Hayward,CA,94545,,,,N,Playgrounds,,N,N,,Y,Y,N,mulch,N,N,Y,Y,Y,N,N,N
PLA474,Brook Street Park,3562 Brook St,Lafayette,CA,94549,,http://www.lovelafayette.org/city-hall/city-departments/parks-trails-recreation/parks/brook-street-park,"Tucked into a residential, downtown neighborhood, this small park represents Lafayette’s first neighborhood park. It’s a popular spot for picnic lunches and draws families with young children due to its whimsical Pirate Ship that captures the imaginations of young children with a top deck, steering wheel, climbing ropes and port holes. The play equipment area has a low perimeter fence that keeps the children safely enclosed. In the back, beneath a shade structure, is a children’s picnic table and side serving table that can accommodate small parties. There are no restroom facilities and use of the facilities is on a first-come, first-served basis.",N,Playgrounds,,N,N,,N,Y,N,mulch,N,N,Y,Y,Y,Y,N,N
PLA475,Lafayette Community Park,480 St Marys Rd,Lafayette,CA,94549,,http://www.lovelafayette.org/city-hall/city-departments/parks-trails-recreation/parks/community-park,"The 68-acre site of Lafayette Community Park contains a diverse array of topography, wildlife and recreation opportunities. The south-end has two sports fields that are used for baseball in the Spring and soccer in the Fall. There is a group picnic area that can be reserved and several single picnic tables. A Tot Playground with an adjoining lawn is near the picnic area and fields. A footbridge leads people from the parking lot, located at 480 Saint Mary’s Road, to the fields, picnic area and public restrooms.",N,Playgrounds,,Y,Y,,Y,Y,Y,rubber,N,N,Y,Y,Y,Y,N,N
PLA476,Ravenswood Park,Tahoe Dr. & Klamath Ct.,Livermore,CA,94550,,,,N,Playgrounds,,Y,N,,N,Y,N,mulch,N,N,Y,Y,Y,Y,Y,N
PLA477,Robertson Park,3200 Robertson Park Road,Livermore,CA,94550,925 960 2440,,"This park offers barbecue pits, picnic tables, rentable equestrian facilities, hiking/biking/horseback riding trails, restrooms, horseshoe pits and a rentable dog area. ",N,Playgrounds,,Y,Y,,Y,Y,N,"Rubber, Mulch",N,Y,Y,Y,Y,Y,Y,N
PLA478,Summit Park,Carson Pass Way & Fallen Leaf Dr,Livermore,CA,94551,,,,N,Playgrounds,,N,N,,Y,Y,N,mulch,N,Y,Y,Y,Y,Y,N,N
PLA479,Sunset Park,1055 Geneva St,Livermore,CA,94550,,,,N,Playgrounds,,N,N,,Y,Y,N,mulch,N,N,Y,Y,Y,Y,N,N
PLA48,Dolores Park (Helen Dillar Playground),19th St & Dolores St,San Francisco,CA,94114,,http://www.sfparksalliance.org/our-parks/parks/mission-dolores-park,Mission Dolores Park is one of the most popular parks in San Francisco with a local Mission District feeling. The playground has great climbing structures and sand area. Lots of grassy area for picnics. Best during the week as it can be overcrowded with picnickers on the weekends. ,N,Playgrounds,,N,Y,,N,Y,N,rubber,N,N,Y,Y,Y,N,N,Y
PLA480,Tex Spruiell Park,5411 Felicia Ave,Livermore,CA,94550,,,,N,Playgrounds,,N,N,,Y,Y,N,mulch,N,Y,Y,Y,N,Y,N,N
PLA481,Vista Meadows Neighborhood Park,2450 Westminster Way,Livermore,CA,94550,925 373 5700,,,N,Playgrounds,,N,N,,Y,Y,Y,mulch,Y,Y,Y,Y,Y,Y,N,N
PLA482,Wattenberger Park,1515 Honeysuckle Rd.,Livermore,CA,94551,,,,N,Playgrounds,,N,N,,N,Y,N,mulch,N,Y,N,Y,Y,Y,Y,N
PLA483,Live Oak Manor Park,210 Carlton Ave,Los Gatos,CA,95032,,http://www.losgatosca.gov/906/Live-Oak-Manor-Park,"A quiet neighborhood park with a playground, basketball court, picnic tables and large lawn areas.",N,Playgrounds,,N,N,,Y,Y,N,mulch,N,N,N,N,Y,Y,N,N
PLA484,Hidden Valley Park,Center Ave. & Redwood Dr.,Martinez,CA,94553,,http://www.cityofmartinez.org/depts/recreation/parks/hidden_valley.asp,"Two lighted tennis courts, picnic areas, playground area, two ballfields, restrooms, bicycle/jogging paths,1-mile exercise course and a 2-mile pathway leading up to Hidden Lakes Park. ",N,Playgrounds,,Y,Y,,Y,Y,N,"rubber, mulch",N,N,Y,Y,Y,Y,N,N
PLA485,Holiday Highlands Park,Fig Tree Ln. & Eastwoodbury Ln.,Martinez,CA,94553,,http://www.cityofmartinez.org/depts/recreation/parks/holiday.asp,"Neighborhood picnic area, playground area, multi-use field, bike racks and lighted pathways. All picnic areas are on a first come first serve basis. Click above for a map to this park.",N,Playgrounds,,N,N,,N,Y,N,mulch,N,N,N,Y,Y,Y,N,N
PLA486,John Muir National Historic Site,4202 Alhambra Ave,Martinez,CA,94553,925 228 8860,http://www.cityofmartinez.org/depts/recreation/parks/john_muir.asp,"Adjacent to John Muir School, playground and multi-use field.",N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,N,N,Y,Y,Y,N,N
PLA487,Waterfront Park,Martinez Waterfront Park,Martinez,CA,94553,,http://www.cityofmartinez.org/depts/recreation/parks/waterfront.asp,"Four ballfield complex with concessions and restroom, soccer field, picnic areas, playground areas, horse- shoe pits and bocce ball courts, restroom, the Marina and fishing pier. Twelve- hundred seat amphitheater and skateboard park. Contact Recreation Services to reserve a picnic area (925)372-3510.",N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,Y,Y,Y,Y,Y,N,N
PLA488,Nancy Boyd Park       ,Nancy Boyd Park,Martinez,CA,94553,,http://www.cityofmartinez.org/depts/recreation/parks/nancy.asp,"Pleasant Hill Road East and Church Street. Ballfield, basketball court, three lighted tennis courts, playground area, picnic areas and restrooms. Contact Recreation Services at (925) 372-3510 to reserve a picnic area.",N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,N,N,Y,Y,N,N,N
PLA489,Rankin Park,Glen Dr.,Martinez,CA,94553,,http://www.cityofmartinez.org/depts/recreation/parks/rankin.asp,"West end of Buckley Street. Swimming and diving complex, picnic areas, horseshoe pits, lighted softball field, restroom, playground area and gazebo.",N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,N,Y,Y,Y,Y,N,N
PLA49,Ashland Park,1530 167th Ave,San Leandro,CA,94578,,,,N,Playgrounds,,Y,Y,,N,Y,N,mulch,N,N,Y,Y,Y,Y,N,N
PLA490,Boyle Park,East Dr. & Sidney St.,Mill Valley,CA,94941,,http://www.cityofmillvalley.org/Index.aspx?page=416,,N,Playgrounds,,Y,Y,,N,Y,Y,"mulch, sand",N,Y,Y,Y,Y,Y,N,N
PLA491,Hauke Park,Hamilton Dr. & Roque Moraes Dr.,Mill Valley,CA,94941,,,,N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,Y,Y,Y,N,Y,N,N
PLA492,Rotary Park,"South Ashton, south of Millbrae Ave",Millbrae,CA,94030,650 259 2334,http://www.ci.millbrae.ca.us/index.aspx?page=276,"Rotary Park, situated on South Ashton just south of Millbrae Avenue is the perfect spot for children ages 2 to 5. Rotary Park offers smaller sized play equipment, a shaded picnic area, and a small grassy area. There is also a path for those who are looking to take a nice stroll or jog.",N,Playgrounds,,N,N,,N,Y,N,mulch,N,N,Y,Y,N,Y,Y,N
PLA493,Strickroth Park,Merz Ct.,Milpitas,CA,95035,,,,N,Playgrounds,,Y,N,,Y,Y,N,sand,N,Y,Y,Y,Y,Y,Y,N
PLA494,Beyer Park,3700 Beyer Park Dr,Modesto,CA,95355,,,,N,Playgrounds,,Y,Y,,Y,Y,N,"dirt, sand",N,Y,Y,Y,N,Y,Y,N
PLA495,Graceada Park,401 Needham St,Modesto,CA,95354,,,,N,Playgrounds,,N,Y,,Y,Y,N,mulch,Y,Y,Y,Y,Y,Y,Y,N
PLA496,King-Kennedy Memorial Center,601 North Martin Luther King Dr.,Modesto,CA,95355,,,,N,Playgrounds,,N,Y,,Y,Y,N,sand,Y,Y,Y,Y,N,Y,Y,N
PLA497,Cypress Park,Hoffman Ave. & Cypress St.,Monterey,CA,93940,,,,N,Playgrounds,,N,N,,N,Y,N,sand,N,N,N,Y,N,Y,N,N
PLA498,Dennis the Menace Park,777 Pearl St,Monterey,CA,93940,,http://monterey.org/en-us/Departments/Monterey-Recreation/Parks-and-Beaches/El-Estero-Park-Complex,"A destination playground. In addition to several play structure, they have a suspension bridge, slide made up of rollers, wavey slide, climbing wall, mini tunnel, mini maze train and more. Closed on non-holiday Tuesdays, September to May.",N,Playgrounds,,Y,Y,,Y,Y,N,sand,N,Y,Y,Y,Y,Y,N,Y
PLA499,Hill Top Park,Withers Ave & Jessie St.,Monterey,CA,93940,,,,N,Playgrounds,,N,N,,N,Y,N,sand,N,Y,Y,Y,N,Y,N,N
PLA5,Blossom Hill Park,16300 Blossom Hill Rd,Los Gatos,CA,95032,408 399 5770,http://www.losgatosca.gov/901/Blossom-Hill-Park,"Blossom Hill Park is located between Shannon Road and Blossom Hill Road east of Blossom Hill School.
 
A fully developed neighborhood park with six lighted tennis courts, a baseball field, playground area and picnic tables, B-B-Q pits, restroom facilities and large lawn areas.",N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,N,Y,Y,Y,Y,Y,N
PLA50,Boone Acres Park,Davona Dr & Westwood Ave,San Ramon,CA,94583,,,,N,Playgrounds,,N,Y,,Y,Y,N,sand,N,Y,Y,Y,Y,Y,Y,N
PLA500,Hoffman Park,McClellan Ave & Archer St.,Monterey,CA,93940,,,,N,Playgrounds,,N,N,,Y,Y,N,sand,N,Y,N,Y,Y,Y,Y,N
PLA501,Oak Newton Park,Newton St. & McClellan Ave.,Monterey,CA,93940,,,,N,Playgrounds,,N,Y,,Y,Y,N,sand,N,Y,N,Y,Y,Y,Y,N
PLA502,Via Paraiso Park,Via Paraiso & Herrmann Dr.,Monterey,CA,93940,,,,N,Playgrounds,,Y,Y,,Y,Y,N,sand,N,Y,Y,Y,Y,Y,Y,N
PLA503,Rancho Laguna Park,Camino Pablo & Knoll Dr.,Moraga,CA,94556,,,,N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,N,Y,Y,N,Y,Y,N
PLA504,Moraga Commons Park,745 Moraga Rd,Moraga,CA,94556,,,,N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,Y,Y,Y,N,Y,Y,N
PLA505,Morgan Hill Community Park,Bryce Dr. & Olympic Dr.,Morgan Hill,CA,95037,,,,N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,Y,Y,Y,Y,Y,N,N
PLA506,Diana Park,Diana Ave. & St. Joseph Dr.,Morgan Hill,CA,95037,,,,N,Playgrounds,,N,N,,Y,Y,N,mulch,N,Y,Y,Y,N,Y,N,N
PLA507,Anchor Memorial Park,351 Embarcadero,Morro Bay,CA,93442,,,,N,Playgrounds,,Y,Y,,Y,Y,N,sand,N,Y,Y,Y,N,N,N,N
PLA508,Duke Watkins Park,Filip Mendez Pkwy,Needles,CA,92363,,,,N,Playgrounds,,Y,Y,,N,Y,N,sand,N,Y,Y,Y,Y,Y,N,N
PLA509,Birch Grove,Birch St & Campanula Ct.,Newark,CA,94560,,,,N,Playgrounds,,Y,Y,,Y,Y,N,mulch,Y,Y,Y,Y,N,Y,Y,N
PLA51,Boothbay Park,Edgewater Blvd at Boothbay Ave,Foster City,CA,94404,650 286 3380,http://www.fostercity.org/parksandrecreation/Boothbay-Park.cfm,"Boothbay Park offers 11.2 acres of playground area, a sand volleyball pit, lawn area, a basketball court, four tennis courts, a tiny tot play area, barbecue pits, a small amphitheater seating area, and restroom facilities.

The large covered picnic pavilion area is ideal for family or company picnics and accommodates up to 100 people. Interested? Call (650)286-3380 to check availability.",N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,N,Y,Y,Y,Y,Y,N
PLA510,Freedom Park,5899 Dudley Blvd,North Highlands,CA,95652,,http://www.nhrpd.org/parksfacilities/,Big kids will enjoy the rocket themed play structure and climbing wall. There is a smaller play structure for toddlers and a water play area. ,N,Playgrounds,,Y,Y,,Y,Y,Y,rubber,Y,N,Y,Y,Y,Y,Y,Y
PLA511,Dorada Park,590 N Yosemite Ave,Oakdale,CA,95361,(209) 847-2244,,,N,Playgrounds,,N,Y,,N,Y,N,mulch,N,N,Y,Y,Y,Y,N,N
PLA512,Florabelle Brennan Park,E H St. & Pedersen Rd.,Oakdale,CA,95361,,,,N,Playgrounds,,N,N,,Y,Y,N,mulch,N,N,N,N,Y,N,N,N
PLA513,Orinda Community Park,28 Orinda Way,Orinda,CA,94563,(925) 254-2445,http://www.cityoforinda.org/index.asp?Type=B_BASIC&SEC={6346578C-6288-4F5A-9EBE-EC7A7DAFC34B},"The Community Park is located next to the Orinda Community Center at 28 Orinda Way. The Park includes a large open grass area, two playground areas (one featuring a water play area), picnic and barbecue areas along with three tennis courts with lights. The gazebo, meadow, and tennis courts are available for reservation. The picnic area adjacent to the large tot lot is available on a first-come, first-serve basis.",N,Playgrounds,,Y,Y,,N,Y,N,sand,Y,Y,Y,Y,Y,Y,Y,N
PLA514,Dover Park,5707 Dover St,Oakland,CA,94609,(510) 238-7275,,,N,Playgrounds,,N,N,,N,Y,N,rubber,N,N,Y,Y,N,Y,N,N
PLA515,Lakeside Park,Perkins St. & Bellevue Ave.,Oakland,CA,94610,(510) 230-0339,,,N,Playgrounds,,Y,N,,Y,Y,N,"dirt, sand",N,Y,Y,Y,Y,Y,N,N
PLA516,Montclair Park,6300 Moraga Ave,Oakland,CA,94611,(510) 482-7812,,,N,Playgrounds,,N,Y,,Y,Y,Y,"sand, rubber",N,Y,Y,Y,Y,Y,Y,N
PLA518,Edgemar Park,Channing Way & Fremont Ave.,Pacifica,CA,94044,,,,N,Playgrounds,,N,N,,N,Y,N,sand,N,Y,Y,Y,N,Y,Y,N
PLA52,Berryessa Creek Park,Isadora Dr & Messina Dr,San Jose,CA,95132,408 535 3570,,,N,Playgrounds,,N,N,,Y,Y,N,rubber,N,N,Y,Y,Y,Y,Y,N
PLA520,Ramos Park,800 E Meadow Dr,Palo Alto,CA,94301,,,,N,Playgrounds,,N,N,,N,Y,N,mulch,N,N,Y,Y,Y,Y,Y,N
PLA521,Rinconada Park,777 Embarcadero Road,Palo Alto,CA,94303,650 463 4900,,,N,Playgrounds,,Y,Y,,Y,Y,Y,"mulch, sand",N,Y,Y,Y,Y,Y,Y,N
PLA522,Robles Park,4116 Park Blvd,Palo Alto,CA,94306,,,Have audio but needed images,N,Playgrounds,,N,N,,N,Y,N,mulch,N,Y,Y,Y,Y,Y,Y,N
PLA523,Piedmont Park,10th St NE & Charles Allen Dr.,Piedmont,CA,94611,,,"Beautiful local park with an excellent playground, paved trails for bike riding or a stroller walk. Lots of mature trees and a creek runs through the park.",N,Playgrounds,,Y,Y,,Y,Y,N,sand,N,Y,Y,Y,N,N,N,N
PLA525,Placerville City Park,Benham St. & Pacific St.,Placerville,CA,95667,,,,N,Playgrounds,,N,Y,,Y,Y,Y,mulch,N,N,Y,Y,N,Y,N,N
PLA526,Brookwood Park,Taylor Blvd &  Withers Ave.,Lafayette,CA,94549,,http://www.pleasanthillrec.com/locations/parksandoutdoorspaces.html,"This 6.3 acre neighborhood park includes a picnic and barbeque area, surfaced court and children's play area. Visit this hidden gem! Great play structure, large grassy open area, and lots of shade trees. Rentals on weekends only; 30 person maximum capacity. Alcohol and Big Jumps are not permitted at this park. ",N,Playgrounds,,N,N,,Y,Y,N,mulch,N,N,N,N,Y,Y,N,N
PLA527,Pleasant Hill Park,147 Gregory Ln,Pleasant Hill,CA,94523,,http://www.pleasanthillrec.com/locations/parksandoutdoorspaces.html,"Softball diamond, 3 reservable Picnic Areas, 2 open Picnic Areas, Basketball Court, 2 Children's Playgrounds and Community Gardens.

Only open Monday - Friday 9am - 5pm.",N,Playgrounds,,Y,Y,,Y,Y,Y,mulch,Y,Y,Y,Y,Y,Y,Y,N
PLA528,Shannon Hills Park,265 Devon Avenue,Pleasant Hill,CA,94523,,,This park has a small sand pit and no play structures. There are several trails adjacent to the creek there is good for bike riding or stroller hikes. ,N,Playgrounds,,N,N,,Y,Y,N,sand,N,Y,N,N,N,N,N,N
PLA529,Fairlands Park,4100 Churchill Dr,Pleasanton,CA,94588,,,,N,Playgrounds,,N,N,,Y,Y,N,mulch,N,N,Y,Y,Y,Y,N,N
PLA53,Almond Park        ,1525 Almond Avenue,Livermore,CA,94550,,,,N,Playgrounds,,N,Y,,Y,Y,N,mulch,N,Y,Y,Y,N,Y,N,N
PLA530,Fawn Hills Park,1510 W Lagoon Rd,Pleasanton,CA,94566,,http://ptownlife.org/play/parks/fawn-hills-park,,N,Playgrounds,,N,N,,Y,Y,N,mulch,N,N,Y,Y,N,Y,N,N
PLA531,Hansen Park,5697 Black Ave,Pleasanton,CA,94566,,http://ptownlife.org/play/parks/hansen-park,,N,Playgrounds,,N,N,,Y,Y,N,mulch,N,Y,Y,Y,Y,Y,N,N
PLA532,Harvest Park Middle School,4900 Valley Ave,Pleasanton,CA,94566,,http://ptownlife.org/play/parks/harvest-park,,N,Playgrounds,,N,N,,Y,Y,N,mulch,N,Y,Y,Y,Y,Y,N,N
PLA533,Meadows Park,Foothill Knolls Dr. & Prairie Dr.,Pleasanton,CA,94588,,http://ptownlife.org/play/parks/meadows-park,,N,Playgrounds,,N,N,,Y,Y,N,mulch,N,N,Y,Y,Y,Y,Y,N
PLA534,Oakhill Park,4100 Muirwood Dr,Pleasanton,CA,94588,,http://ptownlife.org/play/parks/oakhill-park,,N,Playgrounds,,N,N,,Y,Y,N,mulch,N,N,N,Y,Y,N,N,N
PLA535,Upper Pleasanton Field,Abbie St & Whiting St.,Pleasanton,CA,94566,,http://ptownlife.org/play/parks/upper-pleasanton-field,,N,Playgrounds,,Y,N,,Y,Y,N,mulch,N,N,N,Y,Y,Y,N,N
PLA536,Bubb Park,Barbara Avenue & Montalto Drive ,Mountain View,CA,94040,,,,N,Playgrounds,,N,Y,,N,Y,N,"rubber, sand",N,Y,Y,Y,Y,Y,Y,N
PLA537,Barbara and Jay Vincent Park,Peninsula Dr,Richmond,CA,94804,,http://www.ci.richmond.ca.us/index.aspx?nid=1620,,N,Playgrounds,,Y,Y,,Y,Y,N,rubber,N,Y,Y,Y,Y,N,N,N
PLA538,McKinley Park,Alhambra Boulevard & Fat Alley,Sacramento,CA,95816,,http://portal.cityofsacramento.org/ParksandRec/Parks/Park-Directory/East-Sacramento/McKinley%20Park,"The McKinley Playground is a colorful custom designed playground, which is based on East Sacramento’s 125 year old past. It includes an “Alhambra Theater” entry archway, river boat, street trolley, the “Tower” bridge, large tree house, rubber surfacing with animal graphics, large climbing wall and boulders and concrete turtle. The playground also features a custom seat wall and sand area with a tile mural installed by local Sacramento artists.",N,Playgrounds,,N,Y,,Y,Y,N,mulch,N,Y,Y,Y,Y,Y,Y,Y
PLA539,Southside Park,6th St. & V St.,Sacramento,CA,95818,,http://portal.cityofsacramento.org/ParksandRec/Parks/Park-Directory/Central-City/Southside%20Park,"The theme of the playground is ""the solar system"". There are three seperate play areas for infants under the age of 2, a tot lot for pre-school age children, and an adventure play area for school age children. Unique play features include a merry-go-around, swings, spring riders, group rocking units, self propelled spin play units, independent climbing structures and play units with sound features.",N,Playgrounds,,N,Y,,Y,Y,N,mulch,Y,Y,Y,Y,Y,Y,Y,Y
PLA54,Burgess Park,701 Laurel St,Menlo Park,CA,94025,650 330 2200,http://www.menlopark.org/Facilities/Facility/Details/Burgess-Park-1,"Originally a part of the Dibble Hospital Facilities and purchased in 1948, Burgess Park is one of the first city-owned recreation areas in Menlo Park. Located adjacent to the Civic Center complex, the park provides diverse facilities easily accessible to all Menlo Park residents.",N,Playgrounds,,Y,Y,Y,Y,Y,Y,mulch,N,N,Y,Y,Y,Y,Y,N
PLA540,William Land Park,3800 S Land Park Dr,Sacramento,CA,95822,,http://portal.cityofsacramento.org/ParksandRec/Parks/Park-Directory/Land-Park/William-Land,"With 166.5 developed acres this regional park includes many amenities, including the Sacramento Zoo, Fairytale Town, Funderland, Picnic Areas for small events and large events, Wading Pool, Basketball Court, 6 Softball Field, Soccer Fields, Adventure Play Area, Lakes, Amphitheater, Rock Garden, Jogging Path, Village Green, Golf Course, Off-street Parking, Restrooms.",N,Playgrounds,,Y,Y,,Y,Y,Y,mulch,Y,Y,Y,Y,Y,Y,Y,N
PLA541,Crane Park,S Crane Ave. & Vallejo St.,St. Helena,CA,94574,,,,N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,Y,Y,Y,Y,Y,Y,N
PLA542,John Murphy Park,Murphy Rd and Poppy Glen Rd,Salida,CA,95368,,,,N,Playgrounds,,N,Y,N,Y,Y,N,sand,N,Y,Y,Y,Y,Y,N,N
PLA543,Segesta Park,Segesta Way & Bianco Way,Salida,CA,95368,,,,N,Playgrounds,,Y,Y,,Y,Y,N,sand,N,N,Y,Y,Y,Y,N,N
PLA544,Salida Park,Magnolia St. & Flint Ave.,Salida,CA,95368,,,,N,Playgrounds,,N,Y,,Y,Y,N,sand,N,N,Y,Y,Y,N,N,N
PLA545,San Anselmo Memorial Park,1000 Sir Francis Drake Blvd,San Anselmo,CA,94960,(415) 258-4640,http://www.townofsananselmo.org/Facilities/Facility/Details/4,"Millennium Playground was built by 1,500 volunteers in May 2000 during a one week period. The playground was designed by the children of San Anselmo and incorporates San Anselmo themes, such as a train depot, seminary tower and Town Hall tower.",N,Playgrounds,,Y,Y,,Y,Y,N,"mulch, sand",N,Y,Y,Y,Y,Y,N,Y
PLA546,West Sunset Playground,3223 Ortega St,San Francisco,CA,94122,415 753 7047,http://www.sfparksalliance.org/our-parks/parks/west-sunset-playground,"West Sunset Playground has a large soccer field, three baseball diamonds, two tennis courts, a full basketball court, three small basketball courts, a running track, a playground for kids, and a small recreation center.",N,Playgrounds,,N,Y,,N,Y,N,"rubber, sand",N,Y,Y,Y,Y,N,N,N
PLA547,Westborough Park,2380 Galway Dr,South San Francisco,CA,94080,650 875 6916,,,N,Playgrounds,,Y,Y,,Y,Y,Y,rubber,N,N,Y,Y,Y,Y,N,N
PLA548,Willy Woo Woo Wong Playground,830 Sacramento St,San Francisco,CA,94108,415 274 202,http://www.sfparksalliance.org/our-parks/parks/willie-woo-woo-wong-playground,"This multi-level park built into the side of a hill contains two sand play areas, three game and sports areas, and a big community recreation center and indoor gym. The Rec center runs an after school program that helps kids with homework and offers snacks and activities.

1 Basketball Court, Clubhouse/Activity Room, Kitchen, 2 Playgrounds, 4 Ping Pong Tables, Restrooms, 1 Tennis Court, 1 Volleyball Court.",N,Playgrounds,,N,Y,,N,Y,N,"rubber, sand",N,Y,Y,Y,Y,N,N,N
PLA549,Woh Hei Yuen Park,Powell St & John St,San Francisco,CA,94133,415 989 4442,http://www.sfparksalliance.org/our-parks/parks/woh-hei-yuen-park,"Despite its small size, Woh Hei Yuen provides a variety of activities, attracting everyone from the elderly to small children. Views to and from the park's adjacent streets are kept open, while park structures and planting help to define sub areas and create a sense of depth. The principal landscape area has many features encouraging exploration, including a pavilion; wood bridge over a dry creek, stone walls, and granite boulders carved into human faces and oversized fruits. Concrete and special paving link the park's main activities, as well as providing spaces for uses such as tai chi and ball play. ",N,Playgrounds,,N,Y,,N,Y,N,"sand, rubber",N,Y,Y,Y,N,Y,N,N
PLA55,Burton Park,1070 Cedar St,San Carlos,CA,94071,,,"Burton Park is one of the most popular parks in San Carlos. There are two play structures, one for tots and one for big kids. The big kids play structure has an awning to keep them cool during hot days. There is also a sand pit nearby. The tots play area, is located near the restrooms, and is completely enclosed. All the playgrounds have a rubber surface. ",N,Playgrounds,,Y,Y,Y,Y,Y,Y,rubber,Y,Y,Y,Y,Y,Y,Y,Y
PLA550,Townsend Park,Townsend Park Cir at Gordy Dr,San Jose,CA,95109,,,"Townsend Park is located next to the San Jose Municipal Golf Course. The playground has 2 playgrounds; one for tots and one for big kids. Surounding the play area, there is a pergola for covered supervision. ",N,Playgrounds,,N,N,,Y,Y,N,"rubber, mulch",N,Y,Y,Y,Y,Y,N,N
PLA551,Willow Street Frank Bramhall Park,1320 Willow St,San Jose,CA,95125,408 793 5510,http://www.sanjoseca.gov/Facilities/Facility/Details/Willow-Street-Frank-Bramhall-Park-70,,N,Playgrounds,,Y,Y,,N,Y,N,rubber,N,N,Y,Y,Y,Y,Y,N
PLA552,Mervin Morris Park,Nielson Ave & Devenwood Way,San Lorenzo,CA,94580,,,,N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,N,Y,Y,Y,Y,N,N
PLA553,San Lorenzo Community Center Park,1970 Via Buena Vista,San Lorenzo,CA,94580,,,,N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,N,Y,Y,Y,Y,N,N
PLA554,Seminary Oaks Park,299 Santa Monica Avenue,Menlo Park,CA,94025,,,"Seminary Oaks Park is a small neighborhood enclosed park. The playground is good for all ages. A cool feature of the play structure is three slides connected into one, so kids can race each other down. The park also has benches surounding the play structures to allow for supervision. ",N,Playgrounds,,N,N,,N,Y,Y,mulch,N,N,Y,Y,Y,N,N,N
PLA556,Siempre Verde Park,455 Park St,San Leandro,CA,94577,,https://sanleandro.org/depts/rec/parks/verde.asp,"Located at the corner of Park Street and San Leandro Boulevard, provides open green space and recreational facilities for the neighborhoods surrounding it. There are two barbecue pits, four picnic tables, a baseball field, a basketball court, a play area and restrooms.",N,Playgrounds,,N,Y,,N,Y,N,mulch,N,N,N,Y,Y,Y,N,N
